#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 6583, 5,,    -0.20, 3,   boost,   -0.98,  97798.00,  297.82,   -0.86,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.19, 3,   boost,    0.49,  97782.00,  299.19,    0.51,     NaN, 36.2, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.18, 3,   boost,    2.94,  97779.00,  299.45,    0.77,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.17, 3,   boost,    0.98,  97801.00,  297.56,   -1.11,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.16, 3,   boost,   -1.47,  97798.00,  297.82,   -0.86,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.15, 3,   boost,   -0.98,  97786.00,  298.85,    0.17,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.14, 3,   boost,   -0.98,  97783.00,  299.11,    0.43,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.13, 3,   boost,   -0.98,  97791.00,  298.42,   -0.26,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.12, 3,   boost,   -1.96,  97796.00,  297.99,   -0.69,     NaN, 36.2, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
6, 6583, 5,,    -0.11, 3,   boost,   -0.00,  97787.00,  298.76,    0.09,     NaN, 36.3, 4.12, 4.11, 4.12,   0.00,   0.00,   0.00,  66.23,  66.41,   0.00,   0.00,   0.00,   0.00,    NaN, 4.12, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  47.9868668, -81.8484808,   368.0, 2025,  8, 21, 18, 11, 46,        0,        0,   0,   0,   1.5,   0.8,   1.2,  0, 39,  0,  0,  0,  0,  0, 36,  0, 35,  0,  0,  0,  9, 38,  0,  0, 31,  0,  0,  0, 35, 32, 35,  0,  0, 32,  0,  0,  0,  0, 34
